date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:12:57	4433/4433	---M--	200	added ('OK')	image/gif	etag:%22105c798-1151-43fb38ff90480%22	http://www.damodara.de/deutsch/images/krsna/sudam/sudam_de_tittle_b.gif	www.damodara.de/deutsch/images/krsna/sudam/sudam_de_tittle_b.gif	(from http://www.damodara.de/deutsch/index_de.htm)
12:12:57	6681/6681	---M--	200	added ('OK')	text/html	etag:%22105c75b-1a19-43fb38e7b8c40%22	http://www.damodara.de/deutsch/html/krsna/agha/agha_index_de.htm	www.damodara.de/deutsch/html/krsna/agha/agha_index_de.html	(from http://www.damodara.de/deutsch/index_de.htm)
12:12:59	11182/11182	---M--	200	added ('OK')	text/html	etag:%22105c705-2bae-43fb38e10bc80%22	http://www.damodara.de/deutsch/html/allu_liebe.htm	www.damodara.de/deutsch/html/allu_liebe.html	(from http://www.damodara.de/deutsch/index_de.htm)
12:13:00	63729/63729	---M--	200	added ('OK')	image/jpeg	etag:%22105c764-f8f1-43fb395659140%22	http://www.damodara.de/deutsch/images/rk_tiere_de.jpg	www.damodara.de/deutsch/images/rk_tiere_de.jpg	(from http://www.damodara.de/deutsch/index_de.htm)
12:13:00	43/43	---M--	200	added ('OK')	image/gif	etag:%22105c7d3-2b-42206755cb240%22	http://www.damodara.de/english/nva_up/spacer.gif	www.damodara.de/english/nva_up/spacer.gif	(from http://www.damodara.de/english/index_eng_01.htm)
12:13:02	13264/13264	---M--	200	added ('OK')	text/html	etag:%22104022c-33d0-462f9105187c0%22	http://www.damodara.de/espaniol/images/galeria/tus_dibujos/index.htm	www.damodara.de/espaniol/images/galeria/tus_dibujos/index.html	(from http://www.damodara.de/english/index_eng_01.htm)
12:13:02	722/722	---M--	200	added ('OK')	image/gif	etag:%22105c7f2-2d2-4220674c41bc0%22	http://www.damodara.de/english/nva_up/nav_up_eng.htmup_eng_r1_c1.gif	www.damodara.de/english/nva_up/nav_up_eng.htmup_eng_r1_c1.gif	(from http://www.damodara.de/english/index_eng_01.htm)
12:13:04	11852/11852	---M--	200	added ('OK')	text/html	etag:%2210322b5-2e4c-4ac4c988222c0%22	http://www.damodara.de/espaniol/html/download/libros.htm	www.damodara.de/espaniol/html/download/libros.html	(from http://www.damodara.de/english/index_eng_01.htm)
12:13:04	46470/46470	---M--	200	added ('OK')	image/jpeg	etag:%22105c766-b586-43fb395470cc0%22	http://www.damodara.de/deutsch/images/prt_01.jpg	www.damodara.de/deutsch/images/prt_01.jpg	(from http://www.damodara.de/deutsch/index_de.htm)
12:13:05	472/472	---M--	200	added ('OK')	image/gif	etag:%22105c7db-1d8-4220674f1e280%22	http://www.damodara.de/english/nva_up/nav_up_eng.htmup_eng_r1_c3.gif	www.damodara.de/english/nva_up/nav_up_eng.htmup_eng_r1_c3.gif	(from http://www.damodara.de/english/index_eng_01.htm)
12:13:05	2259/2259	---M--	200	added ('OK')	text/html	etag:%22105c7f7-8d3-434de538d5d00%22	http://www.damodara.de/english/html/histories.htm	www.damodara.de/english/html/histories.html	(from http://www.damodara.de/english/index_eng_01.htm)
12:13:06	48250/48250	---M--	200	added ('OK')	image/jpeg	etag:%22105c7c5-bc7a-43fb395194600%22	http://www.damodara.de/deutsch/images/prt_00.jpg	www.damodara.de/deutsch/images/prt_00.jpg	(from http://www.damodara.de/deutsch/index_de.htm)
12:13:06	49544/49544	---M--	200	added ('OK')	image/jpeg	etag:%22103c2c7-c188-434c7864a5fc0%22	http://www.damodara.de/espaniol/images/indice/header01.jpg	www.damodara.de/espaniol/images/indice/header01.jpg	(from http://www.damodara.de/english/index_eng_01.htm)
12:13:06	446/446	---M--	200	added ('OK')	image/gif	etag:%22105c7cc-1be-42206750124c0%22	http://www.damodara.de/english/nva_up/nav_up_eng.htmup_eng_r1_c5.gif	www.damodara.de/english/nva_up/nav_up_eng.htmup_eng_r1_c5.gif	(from http://www.damodara.de/english/index_eng_01.htm)
12:13:06	609/609	---M--	200	added ('OK')	image/gif	etag:%22105c7d1-261-42206750124c0%22	http://www.damodara.de/english/nva_up/nav_up_eng.htmup_eng_r1_c7.gif	www.damodara.de/english/nva_up/nav_up_eng.htmup_eng_r1_c7.gif	(from http://www.damodara.de/english/index_eng_01.htm)
12:13:07	525/525	---M--	200	added ('OK')	image/gif	etag:%22105c7d4-20d-4220674d35e00%22	http://www.damodara.de/english/nva_up/nav_up_eng.htmup_eng_r1_c10.gif	www.damodara.de/english/nva_up/nav_up_eng.htmup_eng_r1_c10.gif	(from http://www.damodara.de/english/index_eng_01.htm)
12:13:07	533/533	---M--	200	added ('OK')	image/gif	etag:%22105c7ce-215-4220674d35e00%22	http://www.damodara.de/english/nva_up/nav_up_eng.htmup_eng_r1_c12.gif	www.damodara.de/english/nva_up/nav_up_eng.htmup_eng_r1_c12.gif	(from http://www.damodara.de/english/index_eng_01.htm)
12:13:08	556/556	---M--	200	added ('OK')	image/gif	etag:%22105c7cd-22c-4220674e2a040%22	http://www.damodara.de/english/nva_up/nav_up_eng.htmup_eng_r1_c14.gif	www.damodara.de/english/nva_up/nav_up_eng.htmup_eng_r1_c14.gif	(from http://www.damodara.de/english/index_eng_01.htm)
12:13:09	441/441	---M--	200	added ('OK')	image/gif	etag:%22105c7d6-1b9-4220674e2a040%22	http://www.damodara.de/english/nva_up/nav_up_eng.htmup_eng_r1_c17.gif	www.damodara.de/english/nva_up/nav_up_eng.htmup_eng_r1_c17.gif	(from http://www.damodara.de/english/index_eng_01.htm)
12:13:09	2840/2840	---M--	200	added ('OK')	text/html	etag:%221032198-b18-434c617a99000%22	http://www.damodara.de/espaniol/html/Map.htm	www.damodara.de/espaniol/html/Map.html	(from http://www.damodara.de/english/index_eng_01.htm)
12:13:10	344/344	---M--	200	added ('OK')	image/gif	etag:%22105c7d2-158-4220675106700%22	http://www.damodara.de/english/nva_up/nav_up_eng.htmup_eng_r2_c1.gif	www.damodara.de/english/nva_up/nav_up_eng.htmup_eng_r2_c1.gif	(from http://www.damodara.de/english/index_eng_01.htm)
12:13:11	8718/8718	---M--	200	added ('OK')	text/html	etag:%22105c824-220e-434de8b1a8e00%22	http://www.damodara.de/english/html/movies.htm	www.damodara.de/english/html/movies.html	(from http://www.damodara.de/english/index_eng_01.htm)
12:13:11	404/404	---M--	200	added ('OK')	image/gif	etag:%22105c7d9-194-42206752eeb80%22	http://www.damodara.de/english/nva_up/nav_up_eng.htmup_eng_r2_c2.gif	www.damodara.de/english/nva_up/nav_up_eng.htmup_eng_r2_c2.gif	(from http://www.damodara.de/english/index_eng_01.htm)
